flag_labelx,FMN1,FMD1,MFMD1,MFMN1,MMAV11,MMAV21,MAV1,SSI1,WAMP1,WL1,ZC1,IEMG1,VAR1,SSC1,RMS1,FR1,FMN2,FMD2,MFMD2,MFMN2,MMAV12,MMAV22,MAV2,SSI2,WAMP2,WL2,ZC2,IEMG2,VAR2,SSC2,RMS2,FR2
1,2966.151,2908.882,269.59,2645.989,0.386,0.269,0.519,17.535,0,0.702,0,33.232,0.004,0,0.065,0,2966.151,2908.882,269.59,2645.989,2.282,1.598,3.062,606.96,0,3.241,0,196.027,0.102,0,0.384,0
1,2965.59,3021.967,273.975,2645.004,0.394,0.276,0.529,18.214,0,0.718,0,33.87,0.004,0,0.066,0,2965.59,3021.967,273.975,2645.004,2.283,1.6,3.062,606.894,0,3.181,0,196.014,0.102,0,0.384,0
1,2966.438,2451.23,247.592,2646.673,0.356,0.25,0.476,14.798,0,0.678,0,30.527,0.003,0,0.06,0,2966.438,2451.23,247.592,2646.673,2.283,1.6,3.064,607.746,0,3.428,0,196.105,0.106,0,0.385,0
1,2966.708,2020.194,225.048,2648.565,0.322,0.226,0.432,12.192,0,0.63,0,27.707,0.003,0,0.054,0,2966.708,2020.194,225.048,2648.565,2.283,1.6,3.062,607.445,0,3.288,0,196.028,0.109,0,0.385,0
1,2967.763,1963.451,220.025,2651.97,0.317,0.222,0.426,11.851,0,0.615,0,27.3,0.003,0,0.053,0,2967.763,1963.451,220.025,2651.97,2.282,1.599,3.062,607.386,0,3.288,0,195.997,0.111,0,0.385,0
1,2967.612,1452.704,188.026,2652.772,0.274,0.193,0.366,8.768,0,0.555,0,23.483,0.002,0,0.046,0,2967.612,1452.704,188.026,2652.772,2.282,1.601,3.062,607.63,0,3.404,0,195.97,0.118,0,0.385,0
1,2966.323,1021.77,159.579,2647.123,0.23,0.162,0.307,6.166,0,0.454,0,19.704,0.001,0,0.038,0,2966.323,1021.77,159.579,2647.123,2.285,1.604,3.064,608.789,0,3.346,0,196.13,0.12,0,0.385,0
1,2966.458,880.16,148.273,2648.095,0.213,0.15,0.285,5.312,0,0.452,0,18.289,0.001,0,0.036,0,2966.458,880.16,148.273,2648.095,2.284,1.603,3.063,608.359,0,3.421,0,196.045,0.122,0,0.385,0
1,2965.294,893.359,149.674,2641.843,0.214,0.15,0.287,5.377,0,0.431,0,18.4,0.001,0,0.036,0,2965.294,893.359,149.674,2641.843,2.282,1.601,3.061,607.583,0,3.365,0,195.929,0.121,0,0.385,0
1,2966.03,894.84,149.924,2643.239,0.214,0.149,0.287,5.39,0,0.447,0,18.422,0.001,0,0.036,0,2966.03,894.84,149.924,2643.239,2.282,1.6,3.061,607.478,0,3.525,0,195.911,0.121,0,0.385,0
1,2965.756,900.197,150.073,2644.571,0.216,0.152,0.288,5.431,0,0.439,0,18.494,0.001,0,0.036,0,2965.756,900.197,150.073,2644.571,2.282,1.601,3.061,607.594,0,3.277,0,195.925,0.121,0,0.385,0
1,2966.881,625.787,125.145,2649.156,0.179,0.125,0.24,3.776,0,0.376,0,15.419,0,0,0.03,0,2966.881,625.787,125.145,2649.156,2.283,1.6,3.063,608.593,0,3.536,0,196.045,0.125,0,0.385,0
1,2965.986,587.21,121.35,2644.088,0.173,0.121,0.233,3.538,0,0.406,0,14.926,0,0,0.029,0,2965.986,587.21,121.35,2644.088,2.281,1.6,3.06,607.404,0,3.494,0,195.841,0.126,0,0.385,0
1,2963.97,1324.858,218.024,2558.767,0.243,0.165,0.332,7.862,0,1.092,0,21.3,0.012,0,0.043,0,2963.97,1324.858,218.024,2558.767,2.263,1.6,3.024,599.299,0,5.935,0,193.56,0.217,0,0.382,0
1,2964.481,23990.832,752.983,2634.829,1.111,0.8,1.476,146.607,0,8.253,0,94.506,0.11,0,0.189,0,2964.481,23990.832,752.983,2634.829,2.113,1.483,2.837,521.081,0,5.739,0,181.581,0.092,0,0.356,0
